movie_id,title,genres_str,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
230,Batman Returns,"Action,Adventure,Comedy,Crime",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
231,Young Guns,"Action,Comedy,Western",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
232,Under Siege,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Jaws,"Action,Horror",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
234,Mars Attacks!,"Action,Comedy,Sci-Fi,War",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
235,Citizen Ruth,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
236,Jerry Maguire,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
237,Raising Arizona,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Sneakers,"Crime,Drama,Sci-Fi",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
239,Beavis and Butt-head Do America,"Animation,Comedy",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"Last of the Mohicans, The","Action,Romance,War",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
241,Kolya,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Jungle2Jungle,"Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Smilla's Sense of Snow,"Action,Drama,Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
244,"Devil's Own, The","Action,Drama,Thriller,War",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
245,Chasing Amy,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
246,Turbo: A Power Rangers Movie,"Action,Adventure,Children's",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Grosse Pointe Blank,"Comedy,Crime",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
248,Austin Powers: International Man of Mystery,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"Fifth Element, The","Action,Sci-Fi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,Shall We Dance?,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Lost World: Jurassic Park, The","Action,Adventure,Sci-Fi,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
252,"Pillow Book, The","Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
253,Batman & Robin,"Action,Adventure,Crime",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,My Best Friend's Wedding,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
255,When the Cats Away (Chacun cherche son chat),"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
256,Men in Black,"Action,Adventure,Comedy,Sci-Fi",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
257,Contact,"Drama,Sci-Fi",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
258,George of the Jungle,"Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Event Horizon,"Action,Mystery,Sci-Fi,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
260,Air Bud,"Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,In the Company of Men,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,Steel,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Mimic,"Sci-Fi,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
264,"Hunt for Red October, The","Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,Kull the Conqueror,"Action,Adventure",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,unknown,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Chasing Amy,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
268,"Full Monty, The",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Gattaca,"Drama,Sci-Fi,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
270,Starship Troopers,"Action,Adventure,Sci-Fi,War",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
271,Good Will Hunting,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
272,Heat,"Action,Crime,Thriller",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
273,Sabrina,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
274,Sense and Sensibility,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
275,Leaving Las Vegas,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
276,Restoration,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,Bed of Roses,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
278,Once Upon a Time... When We Were Colored,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279,Up Close and Personal,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
280,"River Wild, The","Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
281,"Time to Kill, A",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,Emma,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
283,Tin Cup,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
284,Secrets & Lies,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,"English Patient, The","Drama,Romance,War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
286,Marvin's Room,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287,Scream,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
288,Evita,"Drama,Musical",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
289,Fierce Creatures,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Absolute Power,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
291,Rosewood,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,Donnie Brasco,"Crime,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
293,Liar Liar,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Breakdown,"Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,"Promesse, La",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
296,Ulee's Gold,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,Face/Off,"Action,Sci-Fi,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
298,Hoodlum,"Crime,Drama,Film-Noir",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
299,Air Force One,"Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,In & Out,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,L.A. Confidential,"Crime,Film-Noir,Mystery,Thriller",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
302,Ulee's Gold,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,Fly Away Home,"Adventure,Children's",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"Ice Storm, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305,"Mrs. Brown (Her Majesty, Mrs. Brown)","Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
306,"Devil's Advocate, The","Crime,Horror,Mystery,Thriller",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
307,FairyTale: A True Story,"Children's,Drama,Fantasy",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
308,Deceiver,Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,"Rainmaker, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,"Wings of the Dove, The","Drama,Romance,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
311,Midnight in the Garden of Good and Evil,"Comedy,Crime,Drama,Mystery",0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
312,Titanic,"Action,Drama,Romance",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
313,3 Ninjas: High Noon At Mega Mountain,"Action,Children's",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Apt Pupil,"Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
315,As Good As It Gets,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
316,In the Name of the Father,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
317,Schindler's List,"Drama,War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
318,Everyone Says I Love You,"Comedy,Musical,Romance",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
319,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,Mother,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Murder at 1600,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
322,Dante's Peak,"Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,Lost Highway,Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
324,Crash,"Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
325,G.I. Jane,"Action,Drama,War",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
326,Cop Land,"Crime,Drama,Mystery",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
327,Conspiracy Theory,"Action,Mystery,Romance,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
328,Desperate Measures,"Crime,Drama,Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
329,187,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,"Edge, The","Adventure,Thriller",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
331,Kiss the Girls,"Crime,Drama,Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
332,"Game, The","Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
333,U Turn,"Action,Crime,Mystery",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
334,How to Be a Player,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Playing God,"Crime,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
336,"House of Yes, The","Comedy,Drama,Thriller",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
337,Bean,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Mad City,"Action,Drama",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
339,Boogie Nights,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340,Critical Care,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,"Man Who Knew Too Little, The","Comedy,Mystery",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
342,Alien: Resurrection,"Action,Horror,Sci-Fi",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
343,"Apostle, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,Deconstructing Harry,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
345,Jackie Brown,"Crime,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
346,Wag the Dog,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
347,Desperate Measures,"Crime,Drama,Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
348,Hard Rain,"Action,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,Fallen,"Action,Mystery,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
350,"Prophecy II, The",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
351,Spice World,"Comedy,Musical",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
352,Deep Rising,"Action,Horror,Sci-Fi",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
353,"Wedding Singer, The","Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
354,Sphere,"Adventure,Sci-Fi,Thriller",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
355,"Client, The","Drama,Mystery,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
356,One Flew Over the Cuckoo's Nest,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,Spawn,"Action,Adventure,Sci-Fi,Thriller",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
358,"Assignment, The",Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,Wonderland,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,Incognito,"Crime,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
361,Blues Brothers 2000,"Action,Comedy,Musical",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
362,Sudden Death,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Ace Ventura: When Nature Calls,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Powder,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,Dangerous Minds,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,Clueless,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Bio-Dome,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Black Sheep,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Mary Reilly,"Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
370,"Bridges of Madison County, The","Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
371,Jeffrey,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Judge Dredd,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,Mighty Morphin Power Rangers: The Movie,"Action,Children's",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Showgirls,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,Houseguest,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Heavyweights,"Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Miracle on 34th Street,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,Tales From the Crypt Presents: Demon Knight,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
379,Star Trek: Generations,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,Muriel's Wedding,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
381,"Adventures of Priscilla, Queen of the Desert, The","Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
382,"Flintstones, The","Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Naked Gun 33 1/3: The Final Insult,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,True Lies,"Action,Adventure,Comedy,Romance",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
385,Addams Family Values,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,"Age of Innocence, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
387,Beverly Hills Cop III,"Action,Comedy",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Black Beauty,"Adventure,Children's",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Fear of a Black Hat,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Last Action Hero,"Action,Comedy",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,"Man Without a Face, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,Mrs. Doubtfire,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Radioland Murders,"Comedy,Mystery,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
394,Robin Hood: Men in Tights,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Serial Mom,"Comedy,Crime,Horror",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
396,Striking Distance,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Super Mario Bros.,"Action,Adventure,Children's,Sci-Fi",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,"Three Musketeers, The","Action,Adventure,Comedy",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"Little Rascals, The","Children's,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"Brady Bunch Movie, The",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Ghost,"Comedy,Romance,Thriller",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
402,Batman,"Action,Adventure,Crime,Drama",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
403,Pinocchio,"Animation,Children's",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Mission: Impossible,"Action,Adventure,Mystery",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
405,Thinner,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
406,Spy Hard,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,"Close Shave, A","Animation,Comedy,Thriller",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
408,Jack,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
409,Kingpin,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,"Nutty Professor, The","Comedy,Fantasy,Romance,Sci-Fi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
411,"Very Brady Sequel, A",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Tales from the Crypt Presents: Bordello of Blood,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,My Favorite Year,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"Apple Dumpling Gang, The","Children's,Comedy,Western",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
415,Old Yeller,"Children's,Drama",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,"Parent Trap, The","Children's,Drama",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,Cinderella,"Animation,Children's,Musical",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
418,Mary Poppins,"Children's,Comedy,Musical",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
419,Alice in Wonderland,"Animation,Children's,Musical",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
420,William Shakespeare's Romeo and Juliet,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
421,Aladdin and the King of Thieves,"Animation,Children's,Comedy",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,E.T. the Extra-Terrestrial,"Children's,Drama,Fantasy,Sci-Fi",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
423,Children of the Corn: The Gathering,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,Bob Roberts,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,"Transformers: The Movie, The","Action,Animation,Children's,Sci-Fi,Thriller,War",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
426,To Kill a Mockingbird,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
427,Harold and Maude,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,"Day the Earth Stood Still, The","Drama,Sci-Fi",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
429,Duck Soup,"Comedy,War",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
430,Highlander,"Action,Adventure",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Fantasia,"Animation,Children's,Musical",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,Heathers,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Forbidden Planet,Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,Butch Cassidy and the Sundance Kid,"Action,Comedy,Western",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
435,"American Werewolf in London, An",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,Amityville 1992: It's About Time,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,Amityville 3-D,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,Amityville: A New Generation,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,Amityville II: The Possession,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,"Amityville Horror, The",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,"Amityville Curse, The",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,"Birds, The",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,"Blob, The","Horror,Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
444,"Body Snatcher, The",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,Burnt Offerings,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,Carrie,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,"Omen, The",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,Star Trek: The Motion Picture,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,Star Trek V: The Final Frontier,"Action,Adventure,Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,Grease,"Comedy,Musical,Romance",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
451,Jaws 2,"Action,Horror",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
452,Jaws 3-D,"Action,Horror",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,Bastard Out of Carolina,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
454,Jackie Chan's First Strike,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Beverly Hills Ninja,"Action,Comedy",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Free Willy 3: The Rescue,"Adventure,Children's,Drama",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,Nixon,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,"Cry, the Beloved Country",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,"Crossing Guard, The",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,Smoke,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,Like Water For Chocolate (Como agua para chocolate),"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
462,"Secret of Roan Inish, The",Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Vanya on 42nd Street,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464,"Jungle Book, The","Adventure,Children's,Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,Red Rock West,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,"Bronx Tale, A",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
