user_id,gender,age_group,occ_administrator,occ_artist,occ_doctor,occ_educator,occ_engineer,occ_entertainment,occ_executive,occ_healthcare,occ_homemaker,occ_lawyer,occ_librarian,occ_marketing,occ_none,occ_other,occ_programmer,occ_retired,occ_salesman,occ_scientist,occ_student,occ_technician,occ_writer,pref_unknown,pref_Action,pref_Adventure,pref_Animation,pref_Children's,pref_Comedy,pref_Crime,pref_Documentary,pref_Drama,pref_Fantasy,pref_Film-Noir,pref_Horror,pref_Musical,pref_Mystery,pref_Romance,pref_Sci-Fi,pref_Thriller,pref_War,pref_Western
108,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.41,0.24,0.03,0.07,0.29,0.09,0.0,0.29,0.03,0.01,0.06,0.04,0.03,0.16,0.21,0.29,0.08,0.01
109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.39,0.08,0.0,0.03,0.33,0.1,0.0,0.34,0.01,0.0,0.05,0.01,0.04,0.21,0.08,0.33,0.07,0.03
110,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.13,0.05,0.0,0.05,0.24,0.08,0.0,0.51,0.0,0.06,0.02,0.0,0.18,0.27,0.05,0.28,0.08,0.0
111,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.23,0.02,0.0,0.0,0.15,0.18,0.0,0.6,0.0,0.02,0.02,0.03,0.15,0.17,0.02,0.41,0.11,0.0
112,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24,0.07,0.0,0.0,0.17,0.13,0.0,0.56,0.0,0.03,0.02,0.02,0.12,0.19,0.14,0.34,0.09,0.0
113,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.19,0.09,0.0,0.0,0.24,0.14,0.0,0.45,0.0,0.05,0.05,0.03,0.12,0.11,0.31,0.28,0.17,0.02
114,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.28,0.13,0.02,0.02,0.12,0.14,0.05,0.46,0.01,0.07,0.05,0.01,0.05,0.11,0.14,0.3,0.09,0.03
115,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.22,0.1,0.02,0.03,0.13,0.11,0.01,0.53,0.0,0.02,0.03,0.03,0.1,0.19,0.13,0.27,0.09,0.02
116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.4,0.25,0.04,0.07,0.26,0.09,0.0,0.31,0.02,0.0,0.06,0.05,0.03,0.18,0.28,0.35,0.1,0.0
117,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.19,0.15,0.0,0.01,0.13,0.12,0.03,0.4,0.02,0.02,0.26,0.02,0.07,0.07,0.18,0.3,0.13,0.0
118,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.32,0.17,0.0,0.02,0.23,0.08,0.01,0.49,0.01,0.02,0.01,0.03,0.03,0.18,0.12,0.26,0.09,0.01
119,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.44,0.29,0.04,0.04,0.12,0.04,0.0,0.59,0.0,0.0,0.0,0.0,0.04,0.17,0.19,0.2,0.27,0.0
120,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.22,0.12,0.01,0.01,0.15,0.1,0.01,0.65,0.01,0.0,0.0,0.0,0.07,0.24,0.12,0.22,0.14,0.0
121,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.09,0.05,0.0,0.02,0.17,0.07,0.0,0.79,0.02,0.01,0.0,0.01,0.05,0.16,0.08,0.07,0.07,0.06
122,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.05,0.02,0.04,0.21,0.12,0.02,0.62,0.0,0.02,0.03,0.11,0.04,0.31,0.04,0.17,0.1,0.02
123,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.48,0.17,0.04,0.04,0.21,0.06,0.0,0.3,0.0,0.0,0.05,0.04,0.0,0.1,0.3,0.45,0.13,0.0
124,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.22,0.12,0.01,0.05,0.58,0.03,0.0,0.23,0.01,0.0,0.01,0.07,0.04,0.24,0.12,0.15,0.14,0.02
125,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.03,0.0,0.06,0.18,0.08,0.03,0.49,0.0,0.03,0.09,0.03,0.16,0.21,0.06,0.36,0.07,0.0
126,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.71,0.55,0.0,0.05,0.15,0.0,0.0,0.09,0.0,0.0,0.11,0.0,0.0,0.12,0.65,0.16,0.12,0.0
127,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.18,0.12,0.05,0.1,0.31,0.02,0.01,0.46,0.01,0.0,0.0,0.1,0.04,0.32,0.07,0.14,0.08,0.01
128,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.17,0.06,0.0,0.04,0.14,0.12,0.0,0.63,0.0,0.05,0.04,0.0,0.12,0.31,0.06,0.31,0.14,0.0
129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.33,0.16,0.06,0.11,0.25,0.08,0.0,0.3,0.02,0.01,0.1,0.06,0.03,0.14,0.15,0.29,0.05,0.01
130,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07,0.0,0.03,0.03,0.23,0.16,0.02,0.7,0.0,0.04,0.0,0.0,0.08,0.2,0.0,0.08,0.07,0.0
131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.16,0.07,0.0,0.04,0.18,0.24,0.0,0.57,0.0,0.05,0.0,0.0,0.1,0.11,0.11,0.13,0.12,0.06
132,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.28,0.12,0.0,0.13,0.27,0.07,0.0,0.49,0.05,0.0,0.02,0.0,0.11,0.23,0.18,0.29,0.12,0.0
133,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.41,0.0,0.05,0.14,0.33,0.02,0.0,0.42,0.02,0.02,0.0,0.0,0.07,0.24,0.04,0.37,0.13,0.0
134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.36,0.16,0.0,0.0,0.07,0.21,0.0,0.35,0.0,0.04,0.13,0.0,0.08,0.08,0.19,0.52,0.04,0.04
135,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.15,0.05,0.0,0.0,0.16,0.09,0.05,0.7,0.0,0.06,0.0,0.0,0.07,0.22,0.13,0.11,0.16,0.0
136,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.67,0.34,0.01,0.07,0.26,0.04,0.0,0.15,0.06,0.02,0.02,0.01,0.06,0.23,0.33,0.33,0.16,0.0
137,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.12,0.08,0.02,0.04,0.35,0.13,0.0,0.49,0.0,0.02,0.02,0.04,0.08,0.18,0.06,0.18,0.12,0.02
138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.08,0.03,0.0,0.0,0.07,0.18,0.0,0.82,0.0,0.03,0.08,0.0,0.07,0.18,0.03,0.17,0.14,0.0
139,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.07,0.06,0.0,0.06,0.26,0.12,0.0,0.47,0.0,0.06,0.04,0.11,0.12,0.29,0.04,0.26,0.11,0.0
140,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.32,0.13,0.01,0.04,0.32,0.05,0.0,0.35,0.01,0.01,0.01,0.0,0.06,0.21,0.13,0.37,0.08,0.0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.27,0.12,0.11,0.08,0.39,0.06,0.0,0.27,0.0,0.02,0.06,0.1,0.12,0.14,0.19,0.32,0.08,0.0
142,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.27,0.12,0.0,0.0,0.1,0.05,0.0,0.45,0.0,0.0,0.15,0.0,0.26,0.14,0.09,0.58,0.17,0.0
143,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.23,0.09,0.01,0.04,0.26,0.1,0.03,0.58,0.02,0.02,0.02,0.02,0.06,0.21,0.1,0.2,0.11,0.01
144,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.29,0.14,0.01,0.02,0.28,0.11,0.0,0.33,0.01,0.02,0.11,0.01,0.06,0.18,0.17,0.33,0.08,0.02
145,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.17,0.12,0.0,0.05,0.19,0.18,0.09,0.5,0.05,0.04,0.03,0.04,0.13,0.17,0.11,0.35,0.1,0.0
146,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.13,0.06,0.0,0.06,0.26,0.05,0.0,0.71,0.0,0.05,0.0,0.05,0.05,0.18,0.08,0.11,0.11,0.0
147,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.18,0.23,0.24,0.22,0.34,0.04,0.0,0.35,0.0,0.02,0.02,0.19,0.02,0.15,0.22,0.07,0.16,0.01
148,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.19,0.0,0.0,0.02,0.26,0.11,0.0,0.73,0.02,0.04,0.0,0.02,0.1,0.2,0.03,0.25,0.11,0.0
149,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24,0.11,0.03,0.07,0.28,0.19,0.0,0.51,0.0,0.0,0.07,0.03,0.08,0.32,0.13,0.19,0.13,0.0
150,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.14,0.09,0.04,0.05,0.36,0.04,0.01,0.45,0.01,0.04,0.03,0.08,0.06,0.26,0.1,0.14,0.09,0.03
151,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.15,0.07,0.02,0.06,0.49,0.01,0.0,0.42,0.02,0.0,0.01,0.07,0.01,0.51,0.04,0.07,0.12,0.02
152,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.43,0.06,0.0,0.0,0.1,0.22,0.0,0.59,0.0,0.0,0.0,0.0,0.04,0.13,0.12,0.32,0.07,0.04
153,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.16,0.1,0.0,0.0,0.2,0.12,0.0,0.49,0.0,0.1,0.06,0.02,0.14,0.16,0.21,0.16,0.17,0.0
154,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.21,0.05,0.0,0.0,0.21,0.07,0.0,0.43,0.0,0.0,0.05,0.05,0.14,0.41,0.0,0.38,0.14,0.0
155,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.16,0.02,0.0,0.0,0.11,0.14,0.03,0.79,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.12,0.28,0.09
156,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.36,0.1,0.03,0.03,0.34,0.11,0.0,0.46,0.0,0.0,0.0,0.02,0.02,0.25,0.09,0.24,0.1,0.0
157,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.44,0.2,0.01,0.01,0.32,0.16,0.0,0.3,0.01,0.03,0.03,0.01,0.04,0.2,0.19,0.21,0.14,0.03
158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.29,0.11,0.01,0.06,0.37,0.09,0.0,0.31,0.02,0.01,0.01,0.04,0.07,0.25,0.1,0.28,0.05,0.0
159,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.19,0.1,0.04,0.03,0.26,0.16,0.02,0.44,0.0,0.04,0.08,0.02,0.07,0.14,0.07,0.22,0.06,0.02
160,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.21,0.09,0.01,0.03,0.32,0.11,0.01,0.59,0.0,0.02,0.0,0.04,0.05,0.32,0.07,0.15,0.14,0.03
161,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.44,0.25,0.03,0.05,0.25,0.17,0.0,0.25,0.0,0.0,0.02,0.0,0.0,0.13,0.23,0.34,0.11,0.0
162,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.18,0.05,0.0,0.0,0.29,0.05,0.0,0.68,0.0,0.0,0.08,0.0,0.0,0.12,0.05,0.2,0.16,0.05
163,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.46,0.21,0.0,0.0,0.08,0.12,0.0,0.4,0.03,0.03,0.03,0.0,0.12,0.16,0.12,0.55,0.12,0.0
164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.34,0.17,0.08,0.16,0.24,0.12,0.0,0.42,0.0,0.0,0.02,0.11,0.05,0.18,0.22,0.26,0.22,0.0
165,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.42,0.0,0.0,0.1,0.27,0.01,0.0,0.27,0.0,0.0,0.1,0.0,0.14,0.24,0.11,0.52,0.03,0.0
166,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.16,0.12,0.04,0.11,0.33,0.02,0.01,0.4,0.0,0.02,0.03,0.02,0.07,0.23,0.09,0.17,0.12,0.03
167,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.34,0.2,0.05,0.1,0.37,0.03,0.0,0.33,0.02,0.0,0.02,0.04,0.03,0.17,0.13,0.3,0.07,0.0
168,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.31,0.2,0.03,0.07,0.24,0.05,0.0,0.33,0.02,0.02,0.05,0.06,0.06,0.24,0.18,0.2,0.27,0.0
169,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.33,0.05,0.0,0.08,0.28,0.07,0.0,0.34,0.0,0.04,0.04,0.0,0.14,0.13,0.04,0.48,0.16,0.0
170,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09,0.03,0.0,0.03,0.07,0.12,0.03,0.8,0.0,0.04,0.02,0.0,0.08,0.21,0.08,0.18,0.11,0.0
171,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.05,0.0,0.0,0.29,0.05,0.0,0.42,0.0,0.12,0.06,0.03,0.08,0.31,0.06,0.16,0.07,0.05
172,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.22,0.02,0.0,0.02,0.23,0.14,0.0,0.5,0.0,0.05,0.0,0.04,0.18,0.14,0.04,0.3,0.14,0.0
173,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07,0.06,0.02,0.08,0.42,0.09,0.0,0.52,0.0,0.01,0.01,0.04,0.03,0.32,0.03,0.15,0.04,0.01
174,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.35,0.11,0.03,0.08,0.16,0.17,0.0,0.49,0.0,0.0,0.07,0.13,0.0,0.21,0.16,0.29,0.18,0.03
175,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.19,0.11,0.02,0.02,0.29,0.09,0.0,0.62,0.0,0.0,0.02,0.03,0.06,0.2,0.17,0.16,0.04,0.0
176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.28,0.09,0.01,0.01,0.19,0.2,0.0,0.47,0.0,0.05,0.06,0.03,0.09,0.15,0.19,0.3,0.09,0.02
177,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.33,0.18,0.03,0.05,0.28,0.07,0.0,0.37,0.01,0.02,0.04,0.04,0.05,0.26,0.12,0.24,0.11,0.03
178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.16,0.02,0.03,0.03,0.2,0.12,0.0,0.49,0.0,0.05,0.15,0.04,0.18,0.1,0.12,0.44,0.02,0.0
179,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.26,0.12,0.0,0.02,0.33,0.06,0.0,0.48,0.02,0.0,0.01,0.02,0.03,0.34,0.13,0.19,0.1,0.0
180,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.13,0.07,0.02,0.06,0.29,0.06,0.02,0.45,0.01,0.01,0.04,0.03,0.05,0.16,0.06,0.21,0.04,0.0
181,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.22,0.19,0.08,0.13,0.31,0.06,0.03,0.43,0.05,0.0,0.04,0.05,0.08,0.27,0.27,0.07,0.25,0.03
182,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.52,0.33,0.0,0.02,0.17,0.07,0.0,0.22,0.0,0.0,0.0,0.03,0.08,0.27,0.34,0.29,0.11,0.07
183,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.13,0.07,0.03,0.05,0.28,0.06,0.02,0.6,0.01,0.02,0.03,0.06,0.04,0.28,0.07,0.09,0.09,0.01
184,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.11,0.04,0.02,0.03,0.22,0.06,0.02,0.66,0.03,0.02,0.02,0.0,0.04,0.24,0.1,0.14,0.18,0.0
185,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.34,0.14,0.06,0.11,0.12,0.12,0.0,0.28,0.02,0.03,0.01,0.05,0.12,0.08,0.07,0.58,0.02,0.04
186,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.14,0.05,0.0,0.04,0.42,0.0,0.02,0.55,0.02,0.0,0.0,0.05,0.06,0.28,0.07,0.09,0.09,0.03
187,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.34,0.16,0.0,0.03,0.19,0.1,0.0,0.41,0.0,0.02,0.05,0.05,0.04,0.19,0.11,0.32,0.17,0.04
188,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.14,0.1,0.04,0.09,0.24,0.05,0.02,0.51,0.01,0.04,0.02,0.07,0.08,0.28,0.09,0.16,0.12,0.02
189,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.39,0.14,0.02,0.03,0.07,0.14,0.0,0.45,0.0,0.05,0.04,0.02,0.12,0.18,0.07,0.45,0.08,0.0
190,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24,0.04,0.0,0.0,0.16,0.12,0.0,0.59,0.0,0.04,0.09,0.0,0.1,0.15,0.06,0.41,0.07,0.0
191,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.09,0.0,0.0,0.33,0.11,0.03,0.56,0.0,0.04,0.0,0.03,0.04,0.24,0.19,0.11,0.11,0.0
192,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.28,0.12,0.02,0.05,0.34,0.11,0.0,0.36,0.02,0.01,0.04,0.03,0.05,0.27,0.05,0.21,0.06,0.04
193,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.21,0.13,0.06,0.09,0.32,0.07,0.0,0.45,0.01,0.02,0.03,0.07,0.03,0.17,0.08,0.14,0.13,0.04
194,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.34,0.14,0.01,0.06,0.16,0.07,0.01,0.47,0.01,0.01,0.03,0.07,0.04,0.21,0.17,0.27,0.06,0.0
195,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.04,0.07,0.0,0.06,0.81,0.0,0.03,0.32,0.03,0.0,0.0,0.0,0.0,0.28,0.04,0.0,0.04,0.0
196,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.7,0.27,0.01,0.01,0.12,0.13,0.0,0.32,0.0,0.03,0.05,0.03,0.05,0.17,0.22,0.31,0.17,0.06
197,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.3,0.18,0.03,0.04,0.24,0.07,0.01,0.43,0.01,0.03,0.08,0.05,0.04,0.18,0.18,0.21,0.12,0.03
198,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.13,0.04,0.09,0.08,0.31,0.03,0.03,0.54,0.01,0.0,0.0,0.04,0.04,0.25,0.07,0.17,0.05,0.0
199,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.38,0.27,0.08,0.19,0.22,0.04,0.0,0.29,0.05,0.01,0.05,0.08,0.02,0.17,0.22,0.23,0.08,0.02
200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.21,0.09,0.03,0.03,0.18,0.11,0.02,0.52,0.01,0.02,0.1,0.04,0.05,0.15,0.1,0.24,0.08,0.02
201,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,0.09,0.05,0.11,0.45,0.0,0.0,0.34,0.05,0.07,0.0,0.0,0.11,0.16,0.39,0.14,0.11,0.0
202,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.34,0.29,0.04,0.12,0.26,0.15,0.0,0.44,0.0,0.0,0.03,0.02,0.0,0.19,0.2,0.22,0.18,0.0
203,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.07,0.04,0.01,0.05,0.31,0.12,0.03,0.62,0.0,0.03,0.02,0.0,0.09,0.13,0.03,0.19,0.1,0.0
204,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.29,0.05,0.0,0.08,0.25,0.0,0.0,0.48,0.0,0.0,0.0,0.06,0.16,0.25,0.05,0.38,0.1,0.0
205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.14,0.0,0.0,0.02,0.14,0.12,0.01,0.53,0.01,0.05,0.1,0.01,0.12,0.17,0.06,0.35,0.05,0.0
206,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.24,0.08,0.01,0.02,0.37,0.1,0.01,0.46,0.01,0.01,0.01,0.02,0.03,0.22,0.07,0.21,0.09,0.02
207,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07,0.03,0.0,0.02,0.78,0.06,0.0,0.26,0.0,0.01,0.03,0.03,0.01,0.45,0.02,0.04,0.07,0.07
208,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.19,0.14,0.09,0.07,0.32,0.1,0.09,0.39,0.0,0.0,0.02,0.0,0.02,0.27,0.12,0.11,0.12,0.0
209,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.27,0.14,0.06,0.1,0.43,0.08,0.0,0.35,0.03,0.03,0.06,0.06,0.04,0.24,0.15,0.15,0.12,0.03
210,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.36,0.28,0.03,0.1,0.1,0.03,0.0,0.59,0.04,0.0,0.01,0.06,0.0,0.15,0.14,0.1,0.24,0.0
211,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.11,0.04,0.0,0.04,0.08,0.02,0.03,0.89,0.04,0.0,0.0,0.0,0.03,0.24,0.05,0.0,0.34,0.0
212,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.28,0.19,0.01,0.04,0.23,0.13,0.01,0.46,0.0,0.0,0.05,0.04,0.03,0.19,0.14,0.28,0.17,0.01
213,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.16,0.07,0.02,0.03,0.25,0.15,0.02,0.55,0.0,0.02,0.03,0.03,0.09,0.21,0.11,0.2,0.08,0.0
214,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.33,0.21,0.03,0.09,0.21,0.06,0.0,0.44,0.01,0.01,0.07,0.06,0.02,0.19,0.3,0.21,0.13,0.01
215,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.22,0.12,0.03,0.04,0.37,0.11,0.0,0.48,0.01,0.02,0.05,0.02,0.03,0.16,0.09,0.2,0.09,0.01
216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.9,0.38,0.0,0.0,0.07,0.12,0.0,0.13,0.01,0.0,0.06,0.0,0.01,0.1,0.27,0.48,0.06,0.02
217,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.05,0.0,0.02,0.47,0.18,0.0,0.33,0.0,0.06,0.05,0.04,0.06,0.12,0.11,0.42,0.04,0.02
