movie_id,title,genres,actors,directors,keywords,rating,vote_count,popularity,release_date,runtime,original_language,spoken_languages,budget,revenue,overview
102651,Maleficent,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']","[{'id': 11701, 'name': 'Angelina Jolie', 'character': 'Maleficent', 'order': 0}, {'id': 18050, 'name': 'Elle Fanning', 'character': 'Princess Aurora', 'order': 1}, {'id': 82191, 'name': 'Sharlto Copley', 'character': 'Stefan', 'order': 2}, {'id': 32987, 'name': 'Sam Riley', 'character': 'Diaval', 'order': 3}, {'id': 36594, 'name': 'Juno Temple', 'character': 'Thistletwit', 'order': 4}]","[{'id': 1032536, 'name': 'Robert Stromberg'}]","['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale', 'adaptation', 'retelling', 'literary adaptation', '3d']",7.0,4496,110.620647,2014-05-28,97.0,en,['en'],180000000,758539785,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well."
119450,Dawn of the Planet of the Apes,"['Science Fiction', 'Action', 'Drama', 'Thriller']","[{'id': 1333, 'name': 'Andy Serkis', 'character': 'Caesar', 'order': 0}, {'id': 76512, 'name': 'Jason Clarke', 'character': 'Malcolm', 'order': 1}, {'id': 64, 'name': 'Gary Oldman', 'character': 'Dreyfus', 'order': 2}, {'id': 41292, 'name': 'Keri Russell', 'character': 'Ellie', 'order': 3}, {'id': 20286, 'name': 'Toby Kebbell', 'character': 'Koba', 'order': 4}]","[{'id': 32278, 'name': 'Matt Reeves'}]","['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey']",7.3,4410,243.791743,2014-06-26,130.0,en,['en'],170000000,710644566,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes."
79698,The Lovers,"['Action', 'Adventure', 'Science Fiction', 'Romance']","[{'id': 2299, 'name': 'Josh Hartnett', 'character': 'James Stewart / Jay Fennel', 'order': 0}, {'id': 76850, 'name': 'Simone Kessell', 'character': 'Clara Coldstream', 'order': 1}, {'id': 66442, 'name': 'Tamsin Egerton', 'character': 'Laura Fennel', 'order': 2}, {'id': 587823, 'name': 'Alice Englert', 'character': 'Dolly', 'order': 3}, {'id': 85035, 'name': 'Bipasha Basu', 'character': 'Tulaja Naik', 'order': 4}]","[{'id': 8965, 'name': 'Roland Joffé'}]",[],4.8,34,2.418535,2015-02-13,109.0,en,['en'],27000000,0,"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife."
64686,47 Ronin,"['Drama', 'Action', 'Adventure', 'Fantasy']","[{'id': 6384, 'name': 'Keanu Reeves', 'character': 'Kai', 'order': 0}, {'id': 9195, 'name': 'Hiroyuki Sanada', 'character': 'Kuranosuke Ôishi', 'order': 1}, {'id': 58593, 'name': 'Kou Shibasaki', 'character': 'Mika', 'order': 2}, {'id': 13275, 'name': 'Tadanobu Asano', 'character': 'Lord Kira', 'order': 3}, {'id': 136191, 'name': 'Min Tanaka', 'character': 'Lord Asano', 'order': 4}]","[{'id': 239571, 'name': 'Carl Rinsch'}]","['japan', 'suicide', 'samurai', 'based on true story', 'samurai sword', 'ronin', 'shogun', 'half breed', '3d']",5.9,1326,41.796339,2013-12-06,119.0,en,"['en', 'ja']",175000000,150962475,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors."
100402,Captain America: The Winter Soldier,"['Action', 'Adventure', 'Science Fiction']","[{'id': 16828, 'name': 'Chris Evans', 'character': 'Steve Rogers / Captain America', 'order': 0}, {'id': 2231, 'name': 'Samuel L. Jackson', 'character': 'Nick Fury', 'order': 1}, {'id': 1245, 'name': 'Scarlett Johansson', 'character': 'Natasha Romanoff / Black Widow', 'order': 2}, {'id': 4135, 'name': 'Robert Redford', 'character': 'Alexander Pierce', 'order': 3}, {'id': 60898, 'name': 'Sebastian Stan', 'character': 'Bucky Barnes / Winter Soldier', 'order': 4}]","[{'id': 19271, 'name': 'Anthony Russo'}, {'id': 19272, 'name': 'Joe Russo'}]","['washington d.c.', 'future', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'captain america', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",7.6,5764,72.225265,2014-03-20,136.0,en,['en'],170000000,714766572,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier."
10192,Shrek Forever After,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']","[{'id': 12073, 'name': 'Mike Myers', 'character': 'Shrek (voice)', 'order': 0}, {'id': 776, 'name': 'Eddie Murphy', 'character': 'Donkey (voice)', 'order': 1}, {'id': 6941, 'name': 'Cameron Diaz', 'character': 'Princess Fiona (voice)', 'order': 2}, {'id': 3131, 'name': 'Antonio Banderas', 'character': 'Puss in Boots (voice)', 'order': 3}, {'id': 5823, 'name': 'Julie Andrews', 'character': 'Queen (voice)', 'order': 4}]","[{'id': 64151, 'name': 'Mike Mitchell'}]","['ogre', '3d']",6.0,1959,44.041186,2010-05-16,93.0,en,['en'],165000000,752600867,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love."
158852,Tomorrowland,"['Adventure', 'Family', 'Mystery', 'Science Fiction']","[{'id': 52018, 'name': 'Britt Robertson', 'character': 'Casey Newton', 'order': 0}, {'id': 1461, 'name': 'George Clooney', 'character': 'Frank Walker', 'order': 1}, {'id': 1055230, 'name': 'Raffey Cassidy', 'character': 'Athena', 'order': 2}, {'id': 965224, 'name': 'Thomas Robinson', 'character': 'Young Frank Walker', 'order': 3}, {'id': 41419, 'name': 'Hugh Laurie', 'character': 'David Nix', 'order': 4}]","[{'id': 7087, 'name': 'Brad Bird'}]","['inventor', 'apocalypse', 'destiny', 'imax', 'dreamer', 'futuristic car', 'futuristic city']",6.2,2846,130.311355,2015-05-19,130.0,en,['en'],190000000,209154322,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland."""
177572,Big Hero 6,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']","[{'id': 66580, 'name': 'Scott Adsit', 'character': 'Baymax (voice)', 'order': 0}, {'id': 515510, 'name': 'Ryan Potter', 'character': 'Hiro Hamada (voice)', 'order': 1}, {'id': 82093, 'name': 'Daniel Henney', 'character': 'Tadashi Hamada (voice)', 'order': 2}, {'id': 51990, 'name': 'T.J. Miller', 'character': 'Fred (voice)', 'order': 3}, {'id': 78324, 'name': 'Jamie Chung', 'character': 'GoGo Tomago (voice)', 'order': 4}]","[{'id': 70238, 'name': 'Chris Williams'}, {'id': 227439, 'name': 'Don Hall'}]","['brother brother relationship', 'hero', 'talent', 'revenge', 'best friend', 'another dimension', 'robot', 'boy genius', 'hate', 'aftercreditsstinger']",7.8,6135,203.73459,2014-10-24,102.0,en,['en'],165000000,652105443,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes."
82690,Wreck-It Ralph,"['Family', 'Animation', 'Comedy', 'Adventure']","[{'id': 4764, 'name': 'John C. Reilly', 'character': 'Wreck-It Ralph (voice)', 'order': 0}, {'id': 7404, 'name': 'Sarah Silverman', 'character': 'Vanellope von Schweetz (voice)', 'order': 1}, {'id': 58737, 'name': 'Jack McBrayer', 'character': 'Fix-It Felix (voice)', 'order': 2}, {'id': 43775, 'name': 'Jane Lynch', 'character': 'Sergeant Calhoun (voice)', 'order': 3}, {'id': 21088, 'name': 'Alan Tudyk', 'character': 'King Candy (voice)', 'order': 4}]","[{'id': 165787, 'name': 'Rich Moore'}]","['support group', 'product placement', 'bullying', 'racing', 'arcade', 'medal', 'self esteem', 'curiosity', 'precocious child', 'aftercreditsstinger']",7.1,4570,62.341073,2012-11-01,108.0,en,['en'],165000000,471222889,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started."
5255,The Polar Express,"['Adventure', 'Animation', 'Family', 'Fantasy']","[{'id': 31, 'name': 'Tom Hanks', 'character': 'Hero Boy / Father / Conductor / Hobo / Scrooge / Santa Claus (voice)', 'order': 0}, {'id': 2169, 'name': 'Michael Jeter', 'character': 'Smokey / Steamer (voice)', 'order': 1}, {'id': 18286, 'name': 'Nona Gaye', 'character': 'Hero Girl (voice)', 'order': 2}, {'id': 42363, 'name': 'Peter Scolari', 'character': 'Lonely Boy Billy (voice)', 'order': 3}, {'id': 42362, 'name': 'Eddie Deezen', 'character': 'Know-It-All (voice)', 'order': 4}]","[{'id': 24, 'name': 'Robert Zemeckis'}]","['santa claus', 'nerd', 'faith', 'gift', 'bell', 'beard', 'north pole', 'chute', 'trestle', 'ticket']",6.4,1474,47.323228,2004-11-10,100.0,en,['en'],165000000,305875730,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe."
47933,Independence Day: Resurgence,"['Action', 'Adventure', 'Science Fiction']","[{'id': 96066, 'name': 'Liam Hemsworth', 'character': 'Jake Morrison', 'order': 0}, {'id': 4785, 'name': 'Jeff Goldblum', 'character': 'David Levinson', 'order': 1}, {'id': 8984, 'name': 'Bill Pullman', 'character': 'President Whitmore', 'order': 2}, {'id': 1094091, 'name': 'Maika Monroe', 'character': 'Patricia Whitmore', 'order': 3}, {'id': 6068, 'name': 'Sela Ward', 'character': 'President Lanford', 'order': 4}]","[{'id': 6046, 'name': 'Roland Emmerich'}]","['alternate history', 'alien invasion']",4.9,2491,48.775723,2016-06-22,120.0,en,['en'],165000000,389681935,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction."
10191,How to Train Your Dragon,"['Fantasy', 'Adventure', 'Animation', 'Family']","[{'id': 449, 'name': 'Jay Baruchel', 'character': 'Hiccup', 'order': 0}, {'id': 17276, 'name': 'Gerard Butler', 'character': 'Stoick', 'order': 1}, {'id': 24264, 'name': 'Craig Ferguson', 'character': 'Gobber', 'order': 2}, {'id': 59174, 'name': 'America Ferrera', 'character': 'Astrid', 'order': 3}, {'id': 21007, 'name': 'Jonah Hill', 'character': 'Snotlout', 'order': 4}]","[{'id': 66193, 'name': 'Chris Sanders'}, {'id': 69797, 'name': 'Dean DeBlois'}]","['flying', 'blacksmith', 'arena', 'island', 'night', 'ship', 'training', 'village', 'forest', 'viking']",7.5,4227,67.263269,2010-03-05,98.0,en,['en'],165000000,494878759,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father"
296,Terminator 3: Rise of the Machines,"['Action', 'Thriller', 'Science Fiction']","[{'id': 1100, 'name': 'Arnold Schwarzenegger', 'character': 'The Terminator', 'order': 0}, {'id': 6408, 'name': 'Nick Stahl', 'character': 'John Connor', 'order': 1}, {'id': 6194, 'name': 'Claire Danes', 'character': 'Kate Brewster', 'order': 2}, {'id': 7218, 'name': 'Kristanna Loken', 'character': 'T-X', 'order': 3}, {'id': 7219, 'name': 'David Andrews', 'character': 'Robert Brewster', 'order': 4}]","[{'id': 7213, 'name': 'Jonathan Mostow'}]","['saving the world', 'artificial intelligence', 'man vs machine', 'cyborg', 'killer robot', 'sun glasses', 'leather jacket', 'nanotechnology', 'rocket launcher', 'firemen']",5.9,2143,69.405188,2003-07-02,109.0,en,['en'],200000000,435000000,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised."
118340,Guardians of the Galaxy,"['Action', 'Science Fiction', 'Adventure']","[{'id': 73457, 'name': 'Chris Pratt', 'character': 'Peter Quill / Star-Lord', 'order': 0}, {'id': 8691, 'name': 'Zoe Saldana', 'character': 'Gamora', 'order': 1}, {'id': 543530, 'name': 'Dave Bautista', 'character': 'Drax the Destroyer', 'order': 2}, {'id': 12835, 'name': 'Vin Diesel', 'character': 'Groot (voice)', 'order': 3}, {'id': 51329, 'name': 'Bradley Cooper', 'character': 'Rocket  Raccoon (voice)', 'order': 4}]","[{'id': 15218, 'name': 'James Gunn'}]","['marvel comic', 'spaceship', 'space', 'outer space', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",7.9,9742,481.098624,2014-07-30,121.0,en,['en'],170000000,773328629,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser."
157336,Interstellar,"['Adventure', 'Drama', 'Science Fiction']","[{'id': 10297, 'name': 'Matthew McConaughey', 'character': 'Joseph Cooper', 'order': 0}, {'id': 83002, 'name': 'Jessica Chastain', 'character': 'Murph Cooper', 'order': 1}, {'id': 1813, 'name': 'Anne Hathaway', 'character': 'Dr. Amelia Brand', 'order': 2}, {'id': 3895, 'name': 'Michael Caine', 'character': 'Professor John Brand', 'order': 3}, {'id': 1893, 'name': 'Casey Affleck', 'character': 'Tom Cooper', 'order': 4}]","[{'id': 525, 'name': 'Christopher Nolan'}]","['saving the world', 'artificial intelligence', 'father son relationship', 'single parent', 'nasa', 'expedition', 'wormhole', 'space travel', 'famine', 'black hole']",8.1,10867,724.247784,2014-11-05,169.0,en,['en'],165000000,675120017,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.
27205,Inception,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']","[{'id': 6193, 'name': 'Leonardo DiCaprio', 'character': 'Dom Cobb', 'order': 0}, {'id': 24045, 'name': 'Joseph Gordon-Levitt', 'character': 'Arthur', 'order': 1}, {'id': 27578, 'name': 'Ellen Page', 'character': 'Ariadne', 'order': 2}, {'id': 2524, 'name': 'Tom Hardy', 'character': 'Eames', 'order': 3}, {'id': 3899, 'name': 'Ken Watanabe', 'character': 'Saito', 'order': 4}]","[{'id': 525, 'name': 'Christopher Nolan'}]","['loss of lover', 'dream', 'kidnapping', 'sleep', 'subconsciousness', 'heist', 'redemption', 'female hero']",8.1,13752,167.58371,2010-07-14,148.0,en,"['en', 'ja', 'fr']",160000000,825532764,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."
315011,Shin Godzilla,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']","[{'id': 1098600, 'name': 'Hiroki Hasegawa', 'character': 'Rando Yaguchi : Deputy Chief Cabinet Secretary', 'order': 0}, {'id': 588403, 'name': 'Yutaka Takenouchi', 'character': 'Hideki Akasaka : Special Advisor to the Prime Minister(National Security)', 'order': 1}, {'id': 224664, 'name': 'Satomi Ishihara', 'character': 'Kayoko Ann Patterson : US special envoy', 'order': 2}, {'id': 120690, 'name': 'Kengo Kora', 'character': 'Yuseuke Shimura : Secretary of Rando', 'order': 3}, {'id': 1502395, 'name': 'Matsuo Satoru', 'character': 'Syuichi Izumi : Policy Research Council Vice Chairman', 'order': 4}]","[{'id': 77921, 'name': 'Hideaki Anno'}, {'id': 80752, 'name': 'Shinji Higuchi'}]","['monster', 'godzilla', 'giant monster', 'destruction', 'kaiju', 'toyko']",6.5,143,9.476999,2016-07-29,120.0,ja,"['it', 'de', 'en', 'ja']",15000000,77000000,"From the mind behind Evangelion comes a hit larger than life.  When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes."
49051,The Hobbit: An Unexpected Journey,"['Adventure', 'Fantasy', 'Action']","[{'id': 1327, 'name': 'Ian McKellen', 'character': 'Gandalf', 'order': 0}, {'id': 7060, 'name': 'Martin Freeman', 'character': 'Bilbo', 'order': 1}, {'id': 30315, 'name': 'Richard Armitage', 'character': 'Thorin', 'order': 2}, {'id': 1333, 'name': 'Andy Serkis', 'character': 'Gollum', 'order': 3}, {'id': 112, 'name': 'Cate Blanchett', 'character': 'Galadriel', 'order': 4}]","[{'id': 108, 'name': 'Peter Jackson'}]","['riddle', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'mountains', 'wizard', 'journey', 'ring']",7.0,8297,108.849621,2012-11-26,169.0,en,['en'],250000000,1021103568,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon."
9799,The Fast and the Furious,"['Action', 'Crime', 'Thriller']","[{'id': 8167, 'name': 'Paul Walker', 'character': ""Brian O'Conner"", 'order': 0}, {'id': 12835, 'name': 'Vin Diesel', 'character': 'Dominic Toretto', 'order': 1}, {'id': 17647, 'name': 'Michelle Rodriguez', 'character': 'Letty Ortiz', 'order': 2}, {'id': 22123, 'name': 'Jordana Brewster', 'character': 'Mia Toretto', 'order': 3}, {'id': 10883, 'name': 'Rick Yune', 'character': 'Johnny Tran', 'order': 4}]","[{'id': 18878, 'name': 'Rob Cohen'}]","['street gang', 'car race', 'undercover', 'auto-tuning', 'los angeles', 'car', 'automobile racing', 'aftercreditsstinger', 'duringcreditsstinger']",6.6,3428,6.909942,2001-06-22,106.0,en,['en'],38000000,207283925,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD."
4922,The Curious Case of Benjamin Button,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","[{'id': 112, 'name': 'Cate Blanchett', 'character': 'Daisy', 'order': 0}, {'id': 287, 'name': 'Brad Pitt', 'character': 'Benjamin Button', 'order': 1}, {'id': 3063, 'name': 'Tilda Swinton', 'character': 'Elizabeth Abbott', 'order': 2}, {'id': 15887, 'name': 'Julia Ormond', 'character': 'Caroline', 'order': 3}, {'id': 18050, 'name': 'Elle Fanning', 'character': 'Daisy Age 7', 'order': 4}]","[{'id': 7467, 'name': 'David Fincher'}]","['diary', 'navy', 'funeral', 'tea', 'travel', 'hospital']",7.3,3292,60.269279,2008-11-24,166.0,en,['en'],150000000,333932083,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences."
49538,X-Men: First Class,"['Action', 'Science Fiction', 'Adventure']","[{'id': 5530, 'name': 'James McAvoy', 'character': 'Charles Xavier / Professor X', 'order': 0}, {'id': 17288, 'name': 'Michael Fassbender', 'character': 'Erik Lehnsherr / Magneto', 'order': 1}, {'id': 72129, 'name': 'Jennifer Lawrence', 'character': 'Raven Darkholme / Mystique', 'order': 2}, {'id': 4724, 'name': 'Kevin Bacon', 'character': 'Sebastian Shaw / Black Bishop', 'order': 3}, {'id': 9827, 'name': 'Rose Byrne', 'character': 'Moira MacTaggert', 'order': 4}]","[{'id': 957, 'name': 'Matthew Vaughn'}]","['cia', 'mutant', 'mine', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'historical fiction', 'nuclear war', 'cuban missile crisis']",7.1,5181,3.195174,2011-05-24,132.0,en,"['de', 'en', 'es', 'fr', 'ru']",160000000,353624124,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known."
131634,The Hunger Games: Mockingjay - Part 2,"['Action', 'Adventure', 'Science Fiction']","[{'id': 72129, 'name': 'Jennifer Lawrence', 'character': 'Katniss Everdeen', 'order': 0}, {'id': 27972, 'name': 'Josh Hutcherson', 'character': 'Peeta Mellark', 'order': 1}, {'id': 96066, 'name': 'Liam Hemsworth', 'character': 'Gale Hawthorne', 'order': 2}, {'id': 57755, 'name': 'Woody Harrelson', 'character': 'Haymitch Abernathy', 'order': 3}, {'id': 9281, 'name': 'Elizabeth Banks', 'character': 'Effie Trinket', 'order': 4}]","[{'id': 10943, 'name': 'Francis Lawrence'}]","['revolution', 'strong woman', 'dystopia', 'game of death', '3d', 'based on young adult novel']",6.6,3984,127.284427,2015-11-18,137.0,en,['en'],160000000,653428261,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games."
27022,The Sorcerer's Apprentice,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']","[{'id': 2963, 'name': 'Nicolas Cage', 'character': 'Balthazar Blake', 'order': 0}, {'id': 449, 'name': 'Jay Baruchel', 'character': 'Dave Stutler', 'order': 1}, {'id': 28782, 'name': 'Monica Bellucci', 'character': 'Veronica Gorloisen', 'order': 2}, {'id': 658, 'name': 'Alfred Molina', 'character': 'Maxim Horvath', 'order': 3}, {'id': 20374, 'name': 'Teresa Palmer', 'character': 'Becky Barnes', 'order': 4}]","[{'id': 12962, 'name': 'Jon Turteltaub'}]","['witch', 'fire', 'wolf', 'fountain', 'magic', 'book', 'castle', 'water', 'apprentice', 'training']",5.8,1470,35.580815,2010-07-13,109.0,en,['en'],150000000,215283742,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness."
503,Poseidon,"['Adventure', 'Action', 'Drama', 'Thriller']","[{'id': 6856, 'name': 'Kurt Russell', 'character': 'Robert Ramsey', 'order': 0}, {'id': 3037, 'name': 'Richard Dreyfuss', 'character': 'Richard Nelson', 'order': 1}, {'id': 6164, 'name': 'Josh Lucas', 'character': 'Dylan Johns', 'order': 2}, {'id': 6857, 'name': 'Jacinda Barrett', 'character': 'Maggie James', 'order': 3}, {'id': 4730, 'name': 'Emmy Rossum', 'character': 'Jennifer Ramsey', 'order': 4}]","[{'id': 5231, 'name': 'Wolfgang Petersen'}]","[""new year's eve"", 'fire', 'drowning', 'cataclysm', 'loss of father', 'atlantic ocean', 'ball', 'self-abandonment', 'shipwreck', 'giant wave']",5.5,583,21.133748,2006-05-12,99.0,en,"['en', 'es']",160000000,181674817,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives."
241259,Alice Through the Looking Glass,['Fantasy'],"[{'id': 85, 'name': 'Johnny Depp', 'character': 'Mad Hatter', 'order': 0}, {'id': 76070, 'name': 'Mia Wasikowska', 'character': 'Alice Kingsleigh', 'order': 1}, {'id': 1813, 'name': 'Anne Hathaway', 'character': 'White Queen', 'order': 2}, {'id': 1283, 'name': 'Helena Bonham Carter', 'character': 'Red Queen', 'order': 3}, {'id': 4566, 'name': 'Alan Rickman', 'character': 'Blue Caterpillar (voice)', 'order': 4}]","[{'id': 26205, 'name': 'James Bobin'}]","['based on novel', 'clock', 'queen', 'sequel', 'alice in wonderland', 'dark fantasy', 'mad hatter', '3d']",6.5,1725,56.268916,2016-05-25,113.0,en,['en'],170000000,299370084,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter."
810,Shrek the Third,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","[{'id': 12073, 'name': 'Mike Myers', 'character': 'Shrek (voice)', 'order': 0}, {'id': 776, 'name': 'Eddie Murphy', 'character': 'Donkey (voice)', 'order': 1}, {'id': 6941, 'name': 'Cameron Diaz', 'character': 'Princess Fiona (voice)', 'order': 2}, {'id': 5823, 'name': 'Julie Andrews', 'character': 'Queen Lillian (voice)', 'order': 3}, {'id': 3131, 'name': 'Antonio Banderas', 'character': 'Puss in Boots (voice)', 'order': 4}]","[{'id': 12098, 'name': 'Chris Miller'}, {'id': 12099, 'name': 'Raman Hui'}]","['ambush', 'sadness', 'stage', 'liberation of prisoners', 'island', 'traitor', 'shipwreck', 'prince', 'ship', 'donkey']",6.0,2278,42.986467,2007-05-17,93.0,en,['fr'],160000000,798958165,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom."
