user_id,age_group,gender,favorite_genres
673,0,1,"Action,Comedy,Drama"
674,2,0,"Drama,Comedy,Romance"
675,2,0,"Action,Drama,Comedy"
676,1,0,"Drama,Thriller,Comedy"
677,4,0,"Drama,Action,Thriller"
678,1,1,"Drama,Comedy,Romance"
679,2,0,"Drama,Comedy,Romance"
680,3,1,"Drama,Romance,Children's"
681,1,0,"Drama,Comedy,Action"
682,3,0,"Drama,Thriller,Crime"
683,2,0,"Comedy,Romance,Drama"
684,2,1,"Drama,Thriller,Romance"
685,2,0,"Drama,Action,Comedy"
686,2,1,"Thriller,Romance,Drama"
687,3,1,"Thriller,Drama,Crime"
688,2,0,"Action,Sci-Fi,Thriller"
689,3,0,"Comedy,Drama,Thriller"
690,2,0,"Drama,Comedy,Romance"
691,2,0,"Comedy,Drama,Romance"
692,3,1,"Drama,Thriller,Action"
693,5,0,"Drama,Action,Comedy"
694,2,0,"Drama,Thriller,Romance"
695,5,0,"Drama,Thriller,Mystery"
696,2,0,"Drama,Thriller,Action"
697,2,1,"Drama,Comedy,Romance"
698,3,0,"Drama,Thriller,Comedy"
699,0,0,"Action,Drama,Romance"
700,4,1,"Drama,Romance,Action"
701,3,0,"Action,Sci-Fi,Adventure"
702,2,0,"Drama,Action,Comedy"
703,4,1,"Drama,Comedy,Romance"
704,1,1,"Action,Adventure,Comedy"
705,1,0,"Drama,Action,Thriller"
706,5,1,"Drama,Comedy,Romance"
707,2,1,"Drama,Comedy,Romance"
708,1,0,"Action,Drama,Thriller"
709,1,0,"Drama,Thriller,Action"
710,1,1,"Drama,Comedy,Romance"
711,1,1,"Comedy,Drama,Romance"
712,3,1,"Drama,Thriller,Comedy"
713,2,0,"Action,Thriller,Adventure"
714,1,0,"Action,Comedy,Drama"
715,3,1,"Drama,Comedy,Romance"
716,1,0,"Drama,Thriller,Action"
717,3,0,"Action,Thriller,Drama"
718,3,1,"Drama,Thriller,Comedy"
719,4,1,"Drama,Romance,Comedy"
720,1,1,"Drama,Action,Comedy"
721,4,1,"Thriller,Drama,Comedy"
722,2,0,"Drama,Action,Comedy"
723,2,0,"Drama,Thriller,Comedy"
724,1,0,"Thriller,Drama,Action"
725,2,1,"Comedy,Drama,Action"
726,2,0,"Action,Comedy,Drama"
727,5,0,"Drama,Thriller,Action"
728,1,0,"Thriller,Action,Romance"
729,2,1,"Drama,Comedy,Romance"
730,3,1,"Drama,Romance,Comedy"
731,2,1,"Drama,Comedy,Thriller"
732,3,1,"Drama,Romance,Comedy"
733,2,1,"Drama,Romance,Action"
734,2,1,"Drama,Comedy,Thriller"
735,4,1,"Drama,Romance,Action"
736,2,0,"Drama,Action,Sci-Fi"
737,3,0,"Action,Sci-Fi,Drama"
738,3,0,"Drama,Thriller,Action"
739,2,1,"Thriller,Drama,Comedy"
740,2,0,"Drama,Comedy,Romance"
741,3,0,"Drama,Action,Comedy"
742,2,0,"Drama,Thriller,Action"
743,3,0,"Drama,Thriller,Crime"
744,3,0,"Drama,Action,Thriller"
745,2,0,"Action,Adventure,Thriller"
746,1,0,"Drama,Comedy,Romance"
747,2,0,"Drama,Action,Comedy"
748,2,0,"Action,Drama,Comedy"
749,2,0,"Thriller,Drama,Action"
750,1,1,"Comedy,Drama,Action"
751,5,0,"Drama,Thriller,Comedy"
752,5,0,"Drama,Action,Comedy"
753,5,1,"Drama,Thriller,Action"
754,3,1,"Drama,Thriller,Action"
755,2,1,"Action,Drama,Thriller"
756,2,0,"Action,Thriller,Sci-Fi"
757,2,0,"Drama,Comedy,Action"
758,1,1,"Action,Thriller,Adventure"
759,3,1,"Romance,Comedy,Drama"
760,0,0,"Drama,Action,Thriller"
761,2,0,"Romance,Drama,Comedy"
762,2,0,"Drama,Comedy,Romance"
763,2,1,"Drama,Comedy,Thriller"
764,2,0,"Drama,Comedy,Romance"
765,3,0,"Drama,Comedy,Action"
766,5,0,"Drama,Comedy,Action"
767,2,0,"Drama,Comedy,Romance"
768,3,0,"Comedy,Action,Romance"
769,2,0,"Drama,Thriller,Action"
770,2,0,"Comedy,Romance,Drama"
771,4,0,"Thriller,Drama,Action"
772,1,0,"Drama,Comedy,Action"
773,2,0,"Action,Drama,Comedy"
774,4,0,"Drama,Thriller,Crime"
775,2,0,"Drama,Horror,Action"
776,5,0,"Drama,Comedy,War"
777,2,0,"Drama,Action,Comedy"
778,2,0,"Comedy,Action,Sci-Fi"
779,4,0,"Drama,Action,Romance"
780,1,0,"Drama,Action,War"
781,1,1,"Drama,Comedy,Thriller"
782,2,0,"Drama,Thriller,Action"
783,4,0,"Drama,Thriller,Action"
784,2,0,"Comedy,Action,Thriller"
785,3,1,"Drama,Action,Comedy"
786,1,1,"Drama,Thriller,Romance"
787,4,0,"Drama,Action,Thriller"
788,2,0,"Drama,Comedy,Romance"
789,2,0,"Comedy,Action,Drama"
790,2,0,"Drama,Thriller,Romance"
791,3,0,"Drama,Thriller,Action"
792,1,0,"Drama,Action,Thriller"
793,2,0,"Drama,Comedy,Action"
794,2,0,"Comedy,Action,Adventure"
795,2,1,"Drama,Comedy,Action"
796,3,1,"Comedy,Action,Romance"
797,3,1,"Comedy,Adventure,Action"
798,4,1,"Drama,Romance,Action"
799,2,0,"Action,Drama,Adventure"
800,1,0,"Thriller,Action,Drama"
801,3,0,"Horror,Thriller,Action"
802,5,0,"Drama,Thriller,Comedy"
803,3,0,"Action,Comedy,Drama"
804,2,1,"Comedy,Drama,Action"
805,2,0,"Drama,Comedy,Action"
806,3,1,"Action,Adventure,Children's"
807,4,0,"Drama,Thriller,Romance"
808,4,1,"Thriller,Drama,Mystery"
809,5,1,"Comedy,Action,Thriller"
810,3,1,"Drama,Thriller,Comedy"
811,1,0,"Thriller,Action,Drama"
812,0,1,"Action,Drama,Thriller"
813,2,0,"Horror,Thriller,Action"
814,2,0,"Drama,Comedy,Action"
815,2,0,"Thriller,Action,Drama"
816,1,0,"Action,Thriller,Drama"
817,2,0,"Drama,Thriller,Action"
818,5,0,"Drama,Comedy,Romance"
819,1,0,"Thriller,Drama,Action"
820,3,0,"Drama,Comedy,Action"
821,2,1,"Comedy,Animation,Children's"
822,2,0,"Drama,Comedy,Action"
823,2,0,"Drama,Thriller,Comedy"
824,3,0,"Thriller,Action,Drama"
825,2,0,"Action,Adventure,Sci-Fi"
826,1,1,"Drama,Thriller,Action"
827,2,0,"Drama,Romance,Comedy"
828,4,0,"Drama,Romance,Comedy"
829,4,0,"Action,Drama,Comedy"
830,1,0,"Drama,Thriller,Action"
831,1,0,"Action,Thriller,Drama"
832,2,0,"Drama,Thriller,Action"
833,2,0,"Drama,Action,Romance"
834,3,1,"Drama,Romance,Action"
835,3,0,"Drama,Comedy,Thriller"
836,3,1,"Drama,Romance,Comedy"
837,1,0,"Drama,Comedy,Action"
838,3,1,"Drama,Action,Romance"
839,3,0,"Drama,Comedy,Romance"
840,4,0,"Thriller,Drama,Action"
841,3,0,"Drama,Thriller,Romance"
842,3,0,"Action,Drama,Sci-Fi"
843,1,0,"Action,Romance,Drama"
844,5,0,"Drama,Romance,Comedy"
845,2,0,"Drama,Comedy,Action"
846,2,0,"Comedy,Drama,Action"
847,4,0,"Drama,Comedy,Romance"
848,0,1,"Drama,Action,Romance"
849,2,0,"Comedy,Action,Romance"
850,1,0,"Drama,Action,Thriller"
851,4,0,"Action,Thriller,Comedy"
852,4,0,"Thriller,Drama,Action"
853,2,1,"Drama,Comedy,Thriller"
854,4,0,"Drama,Romance,Comedy"
855,3,1,"Drama,Thriller,Action"
856,3,1,"Drama,Comedy,Romance"
857,5,0,"Drama,Thriller,Crime"
858,1,1,"Drama,Comedy,Romance"
859,5,1,"Drama,Comedy,Romance"
860,3,1,"Drama,Romance,Comedy"
861,2,0,"Drama,Action,Thriller"
862,0,0,"Drama,Thriller,Romance"
863,2,0,"Drama,Comedy,Action"
864,2,0,"Drama,Comedy,Action"
865,4,0,"Drama,Comedy,Romance"
866,1,0,"Drama,Action,Thriller"
867,1,0,"Drama,Comedy,Action"
868,2,0,"Drama,Comedy,Romance"
869,1,0,"Drama,Comedy,Thriller"
870,2,0,"Drama,Action,Romance"
871,1,1,"Comedy,Thriller,Drama"
872,4,1,"Drama,Action,Thriller"
873,3,0,"Drama,Romance,Thriller"
874,1,1,"Drama,Thriller,Comedy"
875,3,0,"Drama,Comedy,War"
876,2,0,"Drama,Romance,Comedy"
877,4,1,"Drama,Romance,Comedy"
878,2,1,"Action,Romance,Comedy"
879,0,0,"Comedy,Drama,Action"
880,3,0,"Drama,Comedy,Action"
881,3,0,"Drama,Action,Comedy"
882,4,0,"Drama,Comedy,Romance"
883,3,0,"Drama,Romance,Comedy"
884,2,1,"Comedy,Drama,Romance"
885,1,0,"Drama,Action,Comedy"
886,0,1,"Comedy,Drama,Adventure"
887,3,0,"Romance,Comedy,Drama"
888,1,0,"Drama,Comedy,Action"
889,2,0,"Drama,Comedy,Action"
890,4,1,"Drama,Romance,Action"
891,3,0,"Drama,Comedy,Action"
892,2,0,"Action,Comedy,Romance"
893,4,0,"Drama,Romance,Thriller"
894,2,1,"Romance,Comedy,Action"
895,2,0,"Drama,Action,Comedy"
896,2,0,"Action,Comedy,Drama"
897,1,0,"Drama,Thriller,Action"
898,2,0,"Drama,Action,Comedy"
899,5,0,"Drama,Thriller,War"
900,3,0,"Comedy,Action,Adventure"
901,4,1,"Action,Drama,Thriller"
902,2,0,"Drama,Comedy,Thriller"
903,0,1,"Romance,Comedy,Drama"
904,2,0,"Drama,Thriller,Comedy"
905,4,0,"Drama,Thriller,Romance"
906,2,1,"Drama,Comedy,Romance"
907,3,1,"Drama,Thriller,Comedy"
908,4,1,"Drama,Romance,Comedy"
909,2,0,"Drama,Action,Thriller"
910,3,1,"Comedy,Drama,Romance"
911,4,0,"Drama,Comedy,Romance"
912,2,0,"Drama,Comedy,Action"
913,3,1,"Romance,Drama,Comedy"
914,4,0,"Drama,Thriller,Romance"
915,2,0,"Drama,Comedy,Action"
916,1,1,"Drama,Romance,Comedy"
917,3,0,"Drama,Comedy,Romance"
918,2,0,"Drama,Comedy,Thriller"
919,2,1,"Drama,Thriller,Mystery"
920,1,1,"Comedy,Action,Adventure"
921,2,1,"Action,Comedy,Adventure"
922,1,0,"Drama,Thriller,Action"
923,2,0,"Drama,Action,Romance"
924,1,1,"Thriller,Horror,Drama"
925,4,0,"Drama,Thriller,Comedy"
926,1,0,"Comedy,Action,Adventure"
927,1,0,"Drama,Action,Comedy"
928,3,0,"Drama,Action,Thriller"
929,2,1,"Drama,Comedy,Action"
930,5,0,"Drama,Action,Romance"
931,5,0,"Drama,Comedy,Action"
932,2,0,"Drama,Action,Comedy"
933,5,0,"Drama,Comedy,Action"
934,3,0,"Drama,Action,Romance"
935,1,0,"Drama,Comedy,Romance"
936,4,0,"Drama,Comedy,Romance"
937,3,1,"Comedy,Action,Drama"
938,2,1,"Drama,Action,Comedy"
939,2,0,"Drama,Comedy,Romance"
940,1,0,"Action,Sci-Fi,Comedy"
941,4,1,"Drama,Comedy,Thriller"
942,1,0,"Action,Drama,Comedy"
